Student,Paper,Country,Site,Latitude,Longitude,Biome,Study_Type,Experimental_Unit,Database,Response_Type,Genus,Species,Experimental_Treatment,Magnitude,Year_Sampled_Start,Year_Sampled_End,Mean_Sample_Year,Total_Years,Range_Years,Data_Thief,Method,Mean_LeafFall,LeafFall50_measured,LeafFall80_measured,LeafFall90_measured,LeafFall10_fit,LeafFall50_fit,LeafFall75_fit,LeafFall80_fit,LeafColor_50,ColorChange_10_90,LeafColor_measured,LeafFall100_meaured,LeafFall100_fit,LAI_zero,LeafFall75_measured,LeafFall_1_50_BBCH94,EddyCovariance,ColorChange_10_90,Px_40,Increase_PAR_ratio,Increase_PAR_trans,Px_0,Plateau_PAR_trans,Plateau_PAR_ratio,NDVI,NDVI_0.6,Photo_Green_Index,Photo_Peak Red_Index,SPAD,Begin_Abscisission,Pheno_Scale_4,Landsat_50cover,Chlorophyll_50,Amax_50,Peak_color_change,50_percent_green,50_percent_yellow,Zero_green,Vitasse_Date,NDII_0.2,MTCI,LeafFall87.5_measured,Reported_slope_yr,Reported_slope_C
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,55,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.91
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,57,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.63
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,58,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.68
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,59,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.81
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,60,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.57
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,73,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.63
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,74,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.17
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,75,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.14
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,76,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.65
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,77,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.56
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,78,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.4
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,79,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.35
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,80,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.1
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,82,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.23
Sanders-DeMott,Richardson_etal_2006_GlobalChangeBiol,United States,Hubbard Brook Experimental Forest,43.933333,-71.75,temperate,Observational,multiple tree,FALSE,slope,Acer,saccharum,reference,na,1957,2004,na,47,47,FALSE,model,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-0.18,na
